IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.00,,,76.43,,83.15,80.0 [76.4-83.1],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.04,,,77.19,,82.61,80.0 [77.2-82.6],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,ROU,Romania,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.05,,,77.22,,82.61,80.0 [77.2-82.6],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.02,,,77.63,,82.22,80.0 [77.6-82.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.06,,,77.15,,82.68,80.1 [77.1-82.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.13,,,77.27,,82.7,80.1 [77.3-82.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.25,,,76.16,,83.78,80.2 [76.2-83.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.17,,,76.54,,83.36,80.2 [76.5-83.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.19,,,77.02,,83.02,80.2 [77.0-83.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.16,,,77.2,,82.83,80.2 [77.2-82.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.21,,,77.95,,82.28,80.2 [78.0-82.3],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.31,,,78.05,,82.38,80.3 [78.0-82.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.34,,,78.13,,82.38,80.3 [78.1-82.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,ALB,Albania,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.41,,,77.2,,83.26,80.4 [77.2-83.3],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.50,,,77.33,,83.32,80.5 [77.3-83.3],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,IRL,Ireland,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.55,,,77.86,,82.98,80.5 [77.9-83.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.61,,,77.49,,83.39,80.6 [77.5-83.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,ARG,Argentina,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.63,,,77.75,,83.21,80.6 [77.8-83.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,USA,United States of America,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.61,,,78.18,,82.82,80.6 [78.2-82.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.69,,,77.14,,83.8,80.7 [77.1-83.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.70,,,78.39,,82.81,80.7 [78.4-82.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.79,,,77.82,,83.44,80.8 [77.8-83.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,HND,Honduras,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,80.93,,,78.54,,83.12,80.9 [78.5-83.1],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,BEN,Benin,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.14,,,77.78,,84.1,81.1 [77.8-84.1],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.12,,,78.51,,83.48,81.1 [78.5-83.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.07,,,78.99,,82.99,81.1 [79.0-83.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.22,,,78.29,,83.84,81.2 [78.3-83.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,BLZ,Belize,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.28,,,78.8,,83.53,81.3 [78.8-83.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.30,,,79.02,,83.37,81.3 [79.0-83.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,SWE,Sweden,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.26,,,79.21,,83.15,81.3 [79.2-83.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,CHN,China,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.43,,,77.96,,84.47,81.4 [78.0-84.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,COL,Colombia,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.45,,,79.02,,83.65,81.4 [79.0-83.6],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.59,,,79.55,,83.47,81.6 [79.5-83.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,FRA,France,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.64,,,79.62,,83.49,81.6 [79.6-83.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.76,,,78.14,,84.89,81.8 [78.1-84.9],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.77,,,78.42,,84.71,81.8 [78.4-84.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.87,,,76.24,,86.4,81.9 [76.2-86.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.92,,,79,,84.52,81.9 [79.0-84.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,81.88,,,79.06,,84.4,81.9 [79.1-84.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.01,,,78.93,,84.72,82.0 [78.9-84.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,GUY,Guyana,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.02,,,79.27,,84.48,82.0 [79.3-84.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.06,,,78.37,,85.24,82.1 [78.4-85.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.08,,,79.11,,84.71,82.1 [79.1-84.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.15,,,79.32,,84.66,82.1 [79.3-84.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,GRD,Grenada,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.10,,,79.53,,84.4,82.1 [79.5-84.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,SUR,Suriname,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.10,,,79.81,,84.18,82.1 [79.8-84.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.20,,,78.32,,85.52,82.2 [78.3-85.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,DMA,Dominica,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.25,,,79.98,,84.31,82.2 [80.0-84.3],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.34,,,79.59,,84.79,82.3 [79.6-84.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.39,,,78.92,,85.39,82.4 [78.9-85.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,CAN,Canada,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.44,,,80.17,,84.49,82.4 [80.2-84.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.50,,,80.24,,84.55,82.5 [80.2-84.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.48,,,80.27,,84.49,82.5 [80.3-84.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.59,,,77.17,,86.94,82.6 [77.2-86.9],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.60,,,79.15,,85.57,82.6 [79.2-85.6],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.67,,,79.87,,85.16,82.7 [79.9-85.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,BRB,Barbados,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.70,,,80.1,,85.02,82.7 [80.1-85.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,PER,Peru,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.67,,,80.34,,84.78,82.7 [80.3-84.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.75,,,80.58,,84.72,82.7 [80.6-84.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.77,,,79.19,,85.84,82.8 [79.2-85.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.76,,,79.37,,85.69,82.8 [79.4-85.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.81,,,79.51,,85.67,82.8 [79.5-85.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.85,,,79.94,,85.41,82.8 [79.9-85.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.83,,,80.61,,84.85,82.8 [80.6-84.9],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.92,,,79.62,,85.77,82.9 [79.6-85.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,82.89,,,80.28,,85.22,82.9 [80.3-85.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.03,,,79.77,,85.86,83.0 [79.8-85.9],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,URY,Uruguay,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.09,,,80.4,,85.48,83.1 [80.4-85.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.08,,,80.91,,85.04,83.1 [80.9-85.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.12,,,80.88,,85.14,83.1 [80.9-85.1],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.17,,,79.94,,85.97,83.2 [79.9-86.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.21,,,80.39,,85.7,83.2 [80.4-85.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.27,,,80.3,,85.86,83.3 [80.3-85.9],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.29,,,80.52,,85.74,83.3 [80.5-85.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.38,,,78,,87.66,83.4 [78.0-87.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.38,,,80.67,,85.79,83.4 [80.7-85.8],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.51,,,80.17,,86.39,83.5 [80.2-86.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.53,,,80.89,,85.87,83.5 [80.9-85.9],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.48,,,81,,85.69,83.5 [81.0-85.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,BEL,Belgium,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.52,,,81.41,,85.43,83.5 [81.4-85.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.49,,,81.6,,85.22,83.5 [81.6-85.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2007,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.59,,,79.55,,86.96,83.6 [79.6-87.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.60,,,80.74,,86.12,83.6 [80.7-86.1],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.56,,,80.79,,86.01,83.6 [80.8-86.0],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,MEX,Mexico,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.65,,,81.39,,85.68,83.6 [81.4-85.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2007,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.64,,,81.49,,85.58,83.6 [81.5-85.6],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,83.58,,,81.62,,85.37,83.6 [81.6-85.4],,,EN,2019-11-14 00:00:00
