"ISO3","Year","GDP_USD","Population_Total","Health_Exp_Percent_GDP","Polity_Score","Inactivity_Adolescents_Percent","Is_Host","GDP_per_Capita","Health_Exp_per_Capita_USD","Log_Population","Log_GDP_per_Capita"
"NAM",1965,NA,660558,NA,NA,NA,0,NA,NA,13.4008402113527,NA
"NAM",1966,NA,677655,NA,NA,NA,0,NA,NA,13.4263935878571,NA
"NAM",1967,NA,696045,NA,NA,NA,0,NA,NA,13.4531695923989,NA
"NAM",1968,NA,715542,NA,NA,NA,0,NA,NA,13.4807955764655,NA
"NAM",1969,NA,736120,NA,NA,NA,0,NA,NA,13.5091484278991,NA
"NAM",1970,NA,757868,NA,NA,NA,0,NA,NA,13.5382645069797,NA
"NAM",1971,NA,780584,NA,NA,NA,0,NA,NA,13.567797636465,NA
"NAM",1972,NA,804399,NA,NA,NA,0,NA,NA,13.5978506937173,NA
"NAM",1973,NA,828928,NA,NA,NA,0,NA,NA,13.6278885787171,NA
"NAM",1974,NA,854320,NA,NA,NA,0,NA,NA,13.6580611098454,NA
"NAM",1975,NA,881032,NA,NA,NA,0,NA,NA,13.6888492266196,NA
"NAM",1976,NA,906566,NA,NA,NA,0,NA,NA,13.7174191140281,NA
"NAM",1977,NA,931104,NA,NA,NA,0,NA,NA,13.7441262578614,NA
"NAM",1978,NA,947269,NA,NA,NA,0,NA,NA,13.7613383867425,NA
"NAM",1979,NA,962825,NA,NA,NA,0,NA,NA,13.7776269504866,NA
"NAM",1980,2421990338.12083,981434,NA,NA,NA,0,2467.80765504438,NA,13.7967700464234,7.81108544643076
"NAM",1981,2249908578.03115,992500,NA,NA,NA,0,2266.91040607673,NA,13.8079822915435,7.7261731288076
"NAM",1982,2118710248.32937,1010308,NA,NA,NA,0,2097.09340946461,NA,13.8257657928245,7.64830757424204
"NAM",1983,2297400687.55049,1037511,NA,NA,NA,0,2214.33863115715,NA,13.8523351334404,7.70270905150841
"NAM",1984,1951260037.94542,1065989,NA,NA,NA,0,1830.46920554098,NA,13.8794135647053,7.51232760944199
"NAM",1985,1608237350.44365,1096890,NA,NA,NA,0,1466.17924353732,NA,13.9079894607565,7.29041514205125
"NAM",1986,1809048527.11034,1131081,NA,NA,NA,0,1599.39785666132,NA,13.9386843705709,7.37738249780768
"NAM",1987,2300068216.96898,1167889,NA,NA,NA,0,1969.42364982372,NA,13.9707084036077,7.58549621538572
"NAM",1988,2495094746.44024,1209696,NA,NA,NA,0,2062.57997582884,NA,14.0058796463375,7.6317128936165
"NAM",1989,2535135797.50766,1288947,NA,NA,NA,0,1966.82702819252,NA,14.0693361639309,7.58417687766042
"NAM",1990,2789921853.53112,1369303,NA,6,NA,0,2037.47589359778,NA,14.1298124092184,7.61946701368197
"NAM",1991,2996869281.48364,1415684,NA,6,NA,0,2116.90552516214,NA,14.1631233644892,7.65771064338523
"NAM",1992,3429521699.4026,1461322,NA,6,NA,0,2346.86242963741,NA,14.1948520634374,7.76083457872507
"NAM",1993,3251188833.14533,1508697,NA,6,NA,0,2154.96473655434,NA,14.2267569223593,7.6755296388561
"NAM",1994,3666503529.62911,1556304,NA,6,NA,0,2355.90445673153,NA,14.2578243373883,7.7646799907792
"NAM",1995,3978514206.31168,1602170,NA,6,NA,0,2483.20353415161,NA,14.2868695183337,7.8173047532126
"NAM",1996,3989163196.56767,1646103,NA,6,NA,0,2423.3982907313,NA,14.313921234203,7.79292608647874
"NAM",1997,4154989950.00393,1689264,NA,6,NA,0,2459.64511763936,NA,14.3398034890817,7.80777235739756
"NAM",1998,3873109865.55683,1732745,NA,6,NA,0,2235.24515468625,NA,14.3652174141896,7.71210618992993
"NAM",1999,3868551730.39163,1776368,NA,6,NA,0,2177.78733370092,NA,14.390081388277,7.68606465579665
"NAM",2000,3922232164.83175,1818647,9.23999977,6,NA,0,2156.67590512714,199.276848673393,14.4136033759959,7.6763233824933
"NAM",2001,3557341215.15159,1857048,9.64409447,6,87.25,0,1915.58926594875,184.741238465277,14.434498688143,7.55778056495972
"NAM",2002,3349169826.38896,1889970,9.68074989,6,87.26,0,1772.07565537493,171.550212058425,14.452071513894,7.47990682516047
"NAM",2003,4926439383.51425,1917464,9.91340542,6,87.27,0,2569.24739317883,254.699910328599,14.4665140376014,7.85136829188127
"NAM",2004,6609205994.77406,1942082,10.12623405,6,87.28,0,3403.15496192955,344.611436529174,14.4792711514528,8.13245821032266
"NAM",2005,7248374837.72056,1966582,10.08441544,6,87.29,0,3685.77299991587,371.688661486868,14.4918075684337,8.21223555193724
"NAM",2006,8001779551.06323,1991888,10.57086945,6,87.3,0,4017.1834716928,424.651220359624,14.5045934906464,8.29833630712577
"NAM",2007,8839536475.99963,2018600,10.71633053,6,87.32,0,4379.04313682732,469.272736593696,14.5179147597869,8.38458551759264
"NAM",2008,8607431497.49471,2047056,9.91801167,6,87.33,0,4204.78555422749,417.031121966757,14.5319132213772,8.34397857330103
"NAM",2009,8938847189.07592,2077394,9.04967022,6,87.34,0,4302.91374148376,389.399503455344,14.546624781546,8.36704768650329
"NAM",2010,11431412421.1316,2109811,9.72781372,6,87.35,0,5418.21633365813,527.073991884877,14.5621089279806,8.59752195054081
"NAM",2011,12523359440.5499,2146325,9.83193302,6,87.36,0,5834.79176757942,573.672818444883,14.5792676352542,8.67159385729371
"NAM",2012,13042053591.6857,2194654,9.26659298,6,87.37,0,5942.64680978674,550.680892101892,14.6015349610868,8.68990990398375
"NAM",2013,12043307277.1235,2252508,9.06448746,6,87.38,0,5346.62131149967,484.643818314575,14.6275548200676,8.58422010982982
"NAM",2014,12435430969.6301,2312139,8.4089098,6,87.39,0,5378.32326241203,452.258351888645,14.6536836280745,8.59013194331766
"NAM",2015,11335161083.5061,2374300,9.98109627,6,87.41,0,4774.10650865775,476.508166661466,14.6802132151653,8.47096211680025
"NAM",2016,10722018732.0936,2439213,9.3223238,6,87.42,0,4395.68776162377,409.78024637554,14.7071860042582,8.38837928516283
"NAM",2017,12895153370.9132,2506853,8.72573948,6,NA,0,5143.96072323076,448.84861166264,14.7345387396016,8.5455786304355
"NAM",2018,13682019076.4022,2577327,8.28609943,6,NA,0,5308.60813408706,439.876548339522,14.762263373319,8.57708495823525
"NAM",2019,12541928303.48,2650494,8.39904404,NA,NA,0,4731.92103188311,397.436131405885,14.7902565956836,8.46208653685318
"NAM",2020,10583748541.5258,2728762,8.88723373,NA,NA,0,3878.58982993966,344.699343614747,14.8193585844546,8.26322692066301
"NAM",2021,12402486183.6396,2810548,9.33766365,NA,NA,0,4412.8355693052,412.055742889283,14.84889004009,8.39227274805082
"NAM",2022,12569449123.3661,2889662,9.29635525,NA,NA,0,4349.79908493315,404.372775596635,14.8766500982315,8.37788493564437
"NAM",2023,12408271447.8691,2963095,NA,NA,NA,0,4187.60500350785,NA,14.9017448881409,8.3398842512835
"NAM",2024,13372354268.5446,3030131,NA,NA,NA,0,4413.12744186459,NA,14.9241164108744,8.39233888758916
"NCL",1960,NA,79819,NA,NA,NA,0,NA,NA,11.2875168503358,NA
"NCL",1961,NA,82521,NA,NA,NA,0,NA,NA,11.3208080853861,NA
"NCL",1962,NA,85334,NA,NA,NA,0,NA,NA,11.3543282472631,NA
"NCL",1963,NA,88050,NA,NA,NA,0,NA,NA,11.3856601139244,NA
"NCL",1964,NA,90602,NA,NA,NA,0,NA,NA,11.4142315668426,NA
"NCL",1965,159594492.463655,93159,NA,NA,NA,0,1713.14089313598,NA,11.44206298972,7.4460837442915
"NCL",1966,164206536.445162,95820,NA,NA,NA,0,1713.69793827136,NA,11.4702267104371,7.44640885157999
"NCL",1967,180036767.648861,98587,NA,NA,NA,0,1826.17147949386,NA,11.4986946860565,7.50997696665467
"NCL",1968,215507162.56893,101441,NA,NA,NA,0,2124.4581832684,NA,11.5272326276666,7.66127207626791
"NCL",1969,263108841.338416,104849,NA,NA,NA,0,2509.40725556196,NA,11.5602764988502,7.82780185107472
"NCL",1970,358815684.071892,109338,NA,NA,NA,0,3281.71069593272,NA,11.6021992807141,8.09612011905439
"NCL",1971,413985778.589656,114514,NA,NA,NA,0,3615.1542919613,NA,11.6484523652443,8.19288981472253
"NCL",1972,506808996.694661,119931,NA,NA,NA,0,4225.83816273241,NA,11.6946718563883,8.34897290182804
"NCL",1973,542293399.862618,125585,NA,NA,NA,0,4318.13831160264,NA,11.7407380991327,8.3705796419658
"NCL",1974,637403478.492486,131452,NA,NA,NA,0,4848.9446983879,NA,11.7863970449529,8.48651637229458
"NCL",1975,816652164.400241,137462,NA,NA,NA,0,5940.93032547352,NA,11.8311027942569,8.68962102054308
"NCL",1976,798313521.689803,142091,NA,NA,NA,0,5618.32573273327,NA,11.8642229764003,8.633788986178
"NCL",1977,837620126.558528,144599,NA,NA,NA,0,5792.71036838794,NA,11.8817196730536,8.66435557302091
"NCL",1978,846004687.758093,146392,NA,NA,NA,0,5779.03633913119,NA,11.8940432342075,8.66199222443284
"NCL",1979,1047225723.57386,148132,NA,NA,NA,0,7069.54421444293,NA,11.9058590471389,8.86355128926553
"NCL",1980,1182463951.21814,149817,NA,NA,NA,0,7892.72212911846,NA,11.9171698282726,8.97369636436533
"NCL",1981,972564154.815131,151441,NA,NA,NA,0,6422.06638106676,NA,11.9279513891366,8.76749521110597
"NCL",1982,904599869.725833,153001,NA,NA,NA,0,5912.37880618972,NA,11.9381997363009,8.68480353469407
"NCL",1983,823857893.163123,155003,NA,NA,NA,0,5315.10934087162,NA,11.9511997505528,8.57830886269457
"NCL",1984,796066194.738573,157583,NA,NA,NA,0,5051.72635841793,NA,11.9677075825674,8.52748531700299
"NCL",1985,854820893.577136,160234,NA,NA,NA,0,5334.82839832455,NA,11.9843905258044,8.58201199795604
"NCL",1986,1201321513.76667,162898,NA,NA,NA,0,7374.68547045802,NA,12.0008795170439,8.90580853222508
"NCL",1987,1488093101.50275,165650,NA,NA,NA,0,8983.35708724872,NA,12.017632407728,9.10312893188617
"NCL",1988,2072775508.14796,168502,NA,NA,NA,0,12301.1923190702,NA,12.0347028981403,9.41745147317224
"NCL",1989,2185082938.93078,172029,NA,NA,NA,0,12701.8289877333,NA,12.0554183462346,9.4495012768597
"NCL",1990,2529440424.16648,176456,NA,NA,NA,0,14334.6807372177,NA,12.0808268324924,9.57043710651157
"NCL",1991,2653780672.09555,181238,NA,NA,NA,0,14642.5179713722,NA,12.1075663636286,9.59168476530634
"NCL",1992,2923883281.08579,186072,NA,NA,NA,0,15713.7198562158,NA,12.1338889745669,9.66228948592099
"NCL",1993,2822243780.97543,190857,NA,NA,NA,0,14787.2165075184,NA,12.1592797355201,9.60151833701367
"NCL",1994,3038728384.86634,195614,NA,NA,NA,0,15534.3093278924,NA,12.1838986086636,9.65080636173951
"NCL",1995,3628440505.14193,200379,NA,NA,NA,0,18107.8880778022,NA,12.2079658522828,9.80410292772176
"NCL",1996,3606968435.99917,205034,NA,NA,NA,0,17592.0502745846,NA,12.2309310980269,9.77520239004
"NCL",1997,3291131281.04099,209560,NA,NA,NA,0,15704.9593483536,NA,12.2527653735222,9.66173182351691
"NCL",1998,3556304832.68104,214047,NA,NA,NA,0,16614.5978812179,NA,12.2739508960579,9.71803697834221
"NCL",1999,3647802049.80911,218527,NA,NA,NA,0,16692.6835119189,NA,12.2946648556777,9.72272578934653
"NCL",2000,3420032041.07385,223098,NA,NA,NA,0,15329.7297200058,NA,12.3153664157906,9.63754934092151
"NCL",2001,3297734891.14661,227707,NA,NA,NA,0,14482.3606263602,NA,12.335814993784,9.58068667933464
"NCL",2002,3740056747.71979,232236,NA,NA,NA,0,16104.5520406818,NA,12.3555093749884,9.6868572464565
"NCL",2003,4915353827.10576,236678,NA,NA,NA,0,20768.1061488848,NA,12.3744558465268,9.94117373066587
"NCL",2004,5895008977.9531,240852,NA,NA,NA,0,24475.6488547037,NA,12.3919379159475,10.1054339779647
"NCL",2005,6238629487.01331,244381,NA,NA,NA,0,25528.2918353444,NA,12.40648376185,10.1475425998633
"NCL",2006,6979155387.86792,247547,NA,NA,NA,0,28193.2537573387,NA,12.4193557419523,10.2468379998433
"NCL",2007,8819917180.34265,250725,NA,NA,NA,0,35177.6535261448,NA,12.4321119999564,10.4681663169808
"NCL",2008,9067619760.07073,253825,NA,NA,NA,0,35723.9033194947,NA,12.4444003321694,10.4835753044821
"NCL",2009,8704438102.20142,257250,NA,NA,NA,0,33836.494080472,NA,12.4578036536963,10.4292952055301
"NCL",2010,9364350076.91225,261582,NA,NA,NA,0,35798.9084757829,NA,12.4745030888584,10.4856726824207
"NCL",2011,10351448004.7674,266543,NA,NA,NA,0,38835.9401851386,NA,12.4932908604167,10.5671013902978
"NCL",2012,9659151917.40484,271633,NA,NA,NA,0,35559.5672006157,NA,12.512207169495,10.4789645185925
"NCL",2013,10151382933.1594,276822,NA,NA,NA,0,36671.1566752621,NA,12.5311299793361,10.5097458033893
"NCL",2014,10635035594.7528,281224,NA,NA,NA,0,37816.9558599295,NA,12.5469067837831,10.5405128487543
"NCL",2015,8738203074.3957,283168,NA,NA,NA,0,30858.7237060533,NA,12.5537956400671,10.3371747675134
"NCL",2016,8724568954.89799,283423,NA,NA,NA,0,30782.8544433514,NA,12.5546957603204,10.3347131400441
"NCL",2017,9174048681.98577,283546,NA,NA,NA,0,32354.7102832901,NA,12.5551296464832,10.384514893141
"NCL",2018,9896402283.68587,283541,NA,NA,NA,0,34902.8968780031,NA,12.5551120125046,10.4603251098462
"NCL",2019,9475655324.59495,283606,NA,NA,NA,0,33411.3358835672,NA,12.5553412299748,10.416650519094
"NCL",2020,9454629467.91408,284176,NA,NA,NA,0,33270.330597637,NA,12.5573490435071,10.4124213057722
"NCL",2021,10071349663.8484,285214,NA,NA,NA,0,35311.5543551453,NA,12.5609950546765,10.4719655082069
"NCL",2022,9623318718.31459,287123,NA,NA,NA,0,33516.363085906,NA,12.5676659743598,10.4197890488857
"NCL",2023,NA,289870,NA,NA,NA,0,NA,NA,12.5771878255949,NA
"NCL",2024,NA,292639,NA,NA,NA,0,NA,NA,12.586695046451,NA
"NER",1960,449526873.29589,3505050,NA,NA,NA,0,128.251201351162,NA,15.0697153436843,4.85399085126753
"NER",1961,485785230.978987,3608162,NA,-3,NA,0,134.635094261008,NA,15.0987090593784,4.90256811324881
"NER",1962,531736599.250464,3714520,NA,-3,NA,0,143.150824130834,NA,15.1277600218643,4.9638987886413
"NER",1963,586294878.744643,3823873,NA,-3,NA,0,153.324882584919,NA,15.1567743413048,5.03255908571961
"NER",1964,582816396.404409,3935814,NA,-3,NA,0,148.080269139855,NA,15.1856282799401,4.99775448579368
"NER",1965,673383510.812866,4049695,NA,-3,NA,0,166.280055859235,NA,15.2141521276049,5.11367345031916
"NER",1966,702296078.593173,4165544,NA,-3,NA,0,168.596485499414,NA,15.2423574372989,5.12750820015129
"NER",1967,665586872.274446,4283590,NA,-3,NA,0,155.380620524944,NA,15.2703020010211,5.04587772311029
"NER",1968,641214226.209493,4403637,NA,-3,NA,0,145.610145933803,NA,15.2979413483595,4.98093281694608
"NER",1969,625867985.273798,4525725,NA,-3,NA,0,138.291209756182,NA,15.3252883432766,4.92936167740404
"NER",1970,649916621.242978,4650275,NA,-3,NA,0,139.75875001865,NA,15.3524369155998,4.93991772201541
"NER",1971,693573703.630273,4776225,NA,-3,NA,0,145.213783611591,NA,15.3791610434977,4.97820702633976
"NER",1972,742779660.818693,4904845,NA,-3,NA,0,151.437947747318,NA,15.4057340500745,5.02017595521995
"NER",1973,946385105.193732,5037865,NA,-3,NA,0,187.854399670045,NA,15.4324929391879,5.23566719293306
"NER",1974,1026137110.89309,5174953,NA,-7,NA,0,198.289165310891,NA,15.4593408149489,5.28972639616563
"NER",1975,1048690933.21027,5317019,NA,-7,NA,0,197.232873008404,NA,15.4864233659238,5.28438512710141
"NER",1976,1064517601.29025,5464962,NA,-7,NA,0,194.789570593583,NA,15.5138677262292,5.27191985072785
"NER",1977,1291458041.46193,5619716,NA,-7,NA,0,229.808417625006,NA,15.5417916867852,5.43724599496574
"NER",1978,1774365589.70815,5782932,NA,-7,NA,0,306.828022482047,NA,15.5704213784684,5.72628740326874
"NER",1979,2109277665.69912,5955556,NA,-7,NA,0,354.169730869648,NA,15.5998351233317,5.86977626396028
"NER",1980,2508524720.71895,6135971,NA,-7,NA,0,408.82277975547,NA,15.6296788958121,6.01328176080928
"NER",1981,2170893414.3888,6322006,NA,-7,NA,0,343.386800706738,NA,15.659547120824,5.83885751064468
"NER",1982,2017612215.97935,6512732,NA,-7,NA,0,309.795062345472,NA,15.6892695882096,5.73591098965521
"NER",1983,1803099561.20046,6708644,NA,-7,NA,0,268.77258074813,NA,15.7189074020875,5.59386559730067
"NER",1984,1461243326.12882,6909971,NA,-7,NA,0,211.468807340699,NA,15.7484759989188,5.35407750458694
"NER",1985,1440581652.39853,7118457,NA,-7,NA,0,202.372740665362,NA,15.7782015464193,5.31011124783597
"NER",1986,1904096998.30009,7335811,NA,-7,NA,0,259.561894151865,NA,15.8082785292278,5.55899518727552
"NER",1987,2233006104.92776,7561150,NA,-6,NA,0,295.326253933299,NA,15.8385338529893,5.68808069076919
"NER",1988,2280356192.76273,7793748,NA,-6,NA,0,292.587878484489,NA,15.8688324317946,5.67876506081228
"NER",1989,2179567114.33391,8034780,NA,-6,NA,0,271.266557931133,NA,15.8992901765673,5.6031019460557
"NER",1990,3512356507.88599,8286059,NA,-4,NA,0,423.887460599302,NA,15.9300850220383,6.04946799688615
"NER",1991,3285796874.97125,8546900,NA,-1,NA,0,384.44311679922,NA,15.961079202068,5.95179583729715
"NER",1992,3386232579.22522,8817633,NA,3,NA,0,384.029657304315,NA,15.9922640246191,5.95071978216877
"NER",1993,3052673849.25181,9100789,NA,6,NA,0,335.429581902383,NA,16.0238716710253,5.81541204437395
"NER",1994,1938058175.21399,9398258,NA,6,NA,0,206.214617135855,NA,16.0560349109176,5.32891745721714
"NER",1995,2302537562.24406,9714529,NA,6,NA,0,237.01998956862,NA,16.0891331578891,5.46814448174976
"NER",1996,2405686940.0464,10044852,NA,-3,NA,0,239.494513213973,NA,16.1225708224243,5.47853050725232
"NER",1997,2290318910.20658,10383969,NA,-3,NA,0,220.562957209,NA,16.1557737325595,5.39618317435598
"NER",1998,2643363518.99272,10741413,NA,-3,NA,0,246.090855923026,NA,16.189617202637,5.50570080076614
"NER",1999,2537789820.69295,11117411,NA,5,NA,0,228.271656116064,NA,16.224022995938,5.43053639390564
"NER",2000,2241753192.81158,11509630,4.69005966,5,NA,0,194.771959898935,9.13492112021133,16.2586946342213,5.2718294378237
"NER",2001,2448714703.96617,11920647,4.75815105,5,NA,0,205.417936120931,9.77409568442642,16.2937824966519,5.32504661656875
"NER",2002,2782192878.67204,12349144,4.85896921,5,NA,0,225.294391147438,10.946985097711,16.3290973068952,5.41740795208809
"NER",2003,3394084732.49543,12796984,4.77953815,5,NA,0,265.225363452469,12.6765474296869,16.3647200761259,5.58057989269964
"NER",2004,3760443737.53797,13265836,5.01118755,6,NA,0,283.468281798295,14.2051272456751,16.4007025665609,5.64710023612666
"NER",2005,4383315964.58718,13756192,5.67637587,6,NA,0,318.643121918274,18.0873812839836,16.4369996079827,5.76407173645994
"NER",2006,4756361252.37923,14268581,5.80890512,6,NA,0,333.345078419447,19.3636993275753,16.4735705451253,5.80917822495162
"NER",2007,5731485051.79069,14803610,5.38838625,6,NA,0,387.168065883301,20.8621108264467,16.5103816279099,5.95885887752627
"NER",2008,7297600226.00536,15361915,5.22304106,6,NA,0,475.044955398162,24.8117930739047,16.5474019523917,6.16340944249978
"NER",2009,7352131309.73341,15943675,5.33017302,-3,NA,0,461.131533961487,24.5791086099273,16.5845727568236,6.13368332542662
"NER",2010,7851192502.30917,16548835,5.02160501,3,NA,0,474.425692340831,23.8237843353143,16.6218262645604,6.16210500376517
"NER",2011,8772950777.79176,17176283,4.87323856,6,NA,0,510.759561762679,24.8905319127059,16.6590400948838,6.23589895454585
"NER",2012,9426912647.59111,17836769,4.30732679,6,NA,0,528.510104469655,22.7646573176785,16.6967725588483,6.27006192427541
"NER",2013,10224897437.8648,18519898,4.46636009,6,NA,0,552.103334363116,24.6589229815535,16.7343562796077,6.31373522869055
"NER",2014,10862943543.5419,19215909,4.45377159,6,NA,0,565.309897311748,25.1776116019288,16.7712490876537,6.33737407159759
"NER",2015,9683867926.44282,19939498,5.34745932,6,NA,0,485.662574175279,25.9706085864878,16.8082131466545,6.1855140909479
"NER",2016,10398861981.7583,20685753,4.53239059,5,NA,0,502.706475406445,22.7846209866424,16.8449557604058,6.22000645186969
"NER",2017,11185104251.6943,21435446,5.57609606,5,NA,0,521.804130023434,29.096299535154,16.880556464889,6.25729228762614
"NER",2018,12837307496.8821,22188069,5.30310822,5,NA,0,578.568035680892,30.6820890584859,16.9150652699415,6.36055614677283
"NER",2019,12889555561.2299,22947757,5.66642094,NA,NA,0,561.691304349697,31.8277936878304,16.9487307554897,6.33095241846733
"NER",2020,13744653103.058,23717613,6.17007589,NA,NA,0,579.512495758237,35.7563607803162,16.9817284946523,6.36218722554687
"NER",2021,14915002436.069,24502140,5.81452751,NA,NA,0,608.722439593807,35.394333709725,17.0142710186392,6.41136239960404
"NER",2022,15433852714.4935,25311973,4.35259724,NA,NA,0,609.745147661682,26.5397504681563,17.0467880828612,6.41304107914994
"NER",2023,16698786973.0228,26159867,NA,NA,NA,0,638.3360807233,NA,17.0797370004425,6.45886491694255
"NER",2024,19537639288.0633,27032412,NA,NA,NA,0,722.748650326257,NA,17.1125471484557,6.58306151348033
"NGA",1960,4196174501.5302,45053782,NA,NA,NA,0,93.1370090424418,NA,17.6233674896603,4.53407162454604
"NGA",1961,4467287893.08484,45989310,NA,8,NA,0,97.1375281143561,NA,17.643919536142,4.57612778996377
"NGA",1962,4909399176.24033,46965292,NA,8,NA,0,104.532495533943,NA,17.6649194187874,4.64949798511349
"NGA",1963,5165590253.7639,47973575,NA,8,NA,0,107.675741358944,NA,17.6861608964466,4.67912431607035
"NGA",1964,5552931318.82747,49012016,NA,7,NA,0,113.297345671875,NA,17.7075760505021,4.73001574032683
"NGA",1965,5874537650.18494,50086764,NA,7,NA,0,117.287226824734,NA,17.7292673395336,4.76462585650536
"NGA",1966,6366917453.23302,51188234,NA,-7,NA,0,124.382440176253,NA,17.7510202589131,4.82336101420217
"NGA",1967,5203237918.70483,52293065,NA,-7,NA,0,99.5014906604696,NA,17.7723743198605,4.60017262556458
"NGA",1968,5200997919.60083,53432783,NA,-7,NA,0,97.3372081255964,NA,17.7939350294201,4.57818132231735
"NGA",1969,6634317346.27306,54631914,NA,-7,NA,0,121.436663307697,NA,17.8161287754528,4.79939283721333
"NGA",1970,12546094981.562,55893838,NA,-7,NA,0,224.46293599595,NA,17.8389646994911,5.41371059776609
"NGA",1971,9181769911.50443,57214684,NA,-7,NA,0,160.479255841113,NA,17.8623211366915,5.07816468712108
"NGA",1972,12274416017.7976,58601748,NA,-7,NA,0,209.454776294345,NA,17.8862750834539,5.34450785111654
"NGA",1973,15162871287.1287,60082139,NA,-7,NA,0,252.369032452868,NA,17.9112231673164,5.53089243079769
"NGA",1974,24846641318.1242,61679144,NA,-7,NA,0,402.836999782685,NA,17.9374564090426,5.99853201308734
"NGA",1975,27778934624.6973,63410815,NA,-7,NA,0,438.078813916795,NA,17.9651449884559,6.08239883463841
"NGA",1976,36308883248.731,65258009,NA,-7,NA,0,556.389687719878,NA,17.9938593399298,6.32146892594489
"NGA",1977,36035407725.3219,67234590,NA,-7,NA,0,535.965307817329,NA,18.0236984052071,6.2840694347547
"NGA",1978,36527862208.7133,69326532,NA,0,NA,0,526.895852928476,NA,18.0543382480319,6.26700290648485
"NGA",1979,47259911894.2731,71498242,NA,7,NA,0,660.994040864293,NA,18.0851834199494,6.49374482447715
"NGA",1980,64201788122.6054,73764641,NA,7,NA,0,870.359934682057,NA,18.1163900555152,6.76890684411628
"NGA",1981,164475209515.939,76068103,NA,7,NA,0,2162.20995436075,NA,18.147139589105,7.67888610465935
"NGA",1982,142769363314.176,78378701,NA,7,NA,0,1821.53265482387,NA,18.177062777493,7.50743354372348
"NGA",1983,97094911792.0489,80438260,NA,7,NA,0,1207.07374565349,NA,18.2030004916054,7.09595431753557
"NGA",1984,73484359521.4887,82526443,NA,-7,NA,0,890.434106332302,NA,18.2286293211611,6.79170910373392
"NGA",1985,73745821158.2254,84897973,NA,-7,NA,0,868.640540548894,NA,18.2569607758493,6.7669293924503
"NGA",1986,54805852580.9129,87235953,NA,-7,NA,0,628.248453718536,NA,18.2841271089507,6.44293571516884
"NGA",1987,52676041931.1087,89591716,NA,-7,NA,0,587.956613434089,NA,18.3107734183138,6.37665315849954
"NGA",1988,49648470440.4593,92020090,NA,-7,NA,0,539.539468397165,NA,18.3375174807394,6.290715939385
"NGA",1989,44003061108.4005,94531014,NA,-5,NA,0,465.488089532188,NA,18.3644385290974,6.14308650999277
"NGA",1990,54035795387.8086,97120925,NA,-5,NA,0,556.376449130902,NA,18.3914674095299,6.32144513192647
"NGA",1991,59526833412.3581,99720162,NA,-5,NA,0,596.938795710722,NA,18.417878441167,6.39181458838956
"NGA",1992,52058181853.8055,102372770,NA,-5,NA,0,508.515905682786,NA,18.4441313172385,6.23149649461158
"NGA",1993,56721051402.4732,105122069,NA,-7,NA,0,539.573202297542,NA,18.4706327947748,6.29077846093869
"NGA",1994,80399613063.6364,107935714,NA,-7,NA,0,744.884247151378,NA,18.4970463671217,6.61322883335676
"NGA",1995,140919776986.364,110819428,NA,-6,NA,0,1271.61617353199,NA,18.523412659867,7.14804394799633
"NGA",1996,185730236700,113754779,NA,-6,NA,0,1632.72469370276,NA,18.5495556280996,7.39800548947586
"NGA",1997,200850397618.182,116754792,NA,-6,NA,0,1720.27540949396,NA,18.5755864986388,7.45023967878819
"NGA",1998,218416200672.727,119846254,NA,-1,NA,0,1822.46998452473,NA,18.6017202626199,7.50794799435061
"NGA",1999,59145077039.1437,123047320,NA,4,NA,0,480.669363941805,NA,18.6280795547998,6.17517964069045
"NGA",2000,69171451627.2465,126382494,3.1973834,4,NA,0,547.318298903379,17.499864434299,18.65482353325,6.30503053245916
"NGA",2001,73557840064.489,129862595,3.18946862,4,NA,0,566.428231812933,18.0660507084943,18.6819874879036,6.33935038543982
"NGA",2002,95054059302.6995,133471989,2.49063969,4,NA,0,712.164852077686,17.7374604640766,18.7094021935645,6.56830941842913
"NGA",2003,104738954264.226,137202644,5.05360985,4,NA,0,763.388745367225,38.5786888296695,18.7369695442074,6.63776739742963
"NGA",2004,135764731645.611,141057045,4.63368416,4,NA,0,962.481041947327,44.5983315837162,18.7646749409923,6.86951436928986
"NGA",2005,175670569969.346,145017253,4.46591949,4,NA,0,1211.37703504386,54.0991231054081,18.7923632795134,7.09951303699871
"NGA",2006,238454997161.48,149077334,4.25775146,4,NA,0,1599.53891556365,68.1043915306795,18.8199757493996,7.37747068892396
"NGA",2007,278260846800.103,153267261,3.90997243,4,NA,0,1815.52697545827,70.9866041996312,18.8476937593907,7.50413104916222
"NGA",2008,339476276257.793,157595014,3.69581532,4,NA,0,2154.10543545364,79.6117586924485,18.8755390978318,7.67513080519696
"NGA",2009,295008835380.997,162049464,3.5801971,4,NA,0,1820.48633854782,65.1769990985853,18.9034121799253,7.50685896335653
"NGA",2010,366990417129.04,166642886,3.29653287,4,NA,0,2202.25672957344,72.5981169721755,18.931363673538,7.69723789975703
"NGA",2011,414466676831.16,171379598,3.32077932,4,NA,0,2418.41316975875,80.310164413505,18.9593915255379,7.79086688909992
"NGA",2012,463971018239.281,176200625,3.35984254,4,NA,0,2633.19734671362,88.4712846170354,18.9871338185656,7.87595410796509
"NGA",2013,520117180313.906,181049443,3.4206934,4,NA,0,2872.79083379398,98.2693664473957,19.014280717673,7.96303925221964
