"ISO3","Year","GDP_USD","Population_Total","Health_Exp_Percent_GDP","Polity_Score","Inactivity_Adolescents_Percent","Is_Host","GDP_per_Capita","Health_Exp_per_Capita_USD","Log_Population","Log_GDP_per_Capita"
"AUS",2008,1056112427190.38,21249199,8.24737453,10,87.98,0,49701.2817843336,4099.05085496466,16.8718297585066,10.8137860021814
"AUS",2009,928762122698.05,21691653,8.54235363,10,88.11,0,42816.567400283,3657.54259955947,16.8924380901343,10.664680395462
"AUS",2010,1148838233480.72,22031750,8.41878414,10,88.25,0,52144.6654705468,4389.94682649045,16.9079951527547,10.861777163165
"AUS",2011,1398610616772.97,22340024,8.53360462,10,88.38,0,62605.6004583061,5342.51441308875,16.9218904259109,11.0446100172767
"AUS",2012,1547532281116.4,22733465,8.66922569,10,88.51,0,68072.8732340802,5901.39101433002,16.9393486259177,11.1283340755421
"AUS",2013,1577123329410.88,23128129,8.74458122,10,88.64,0,68190.701003565,5962.99123374409,16.9565601403176,11.1300634856139
"AUS",2014,1468265356427.76,23475686,9.82490253,10,88.76,0,62544.0873773725,6144.89562310488,16.9714758052088,11.0436269850862
"AUS",2015,1351296372254.31,23815995,10.17367649,10,88.89,0,56739.0265346592,5772.44500321148,16.9858679717348,10.9462175516182
"AUS",2016,1206836962281.84,24190907,10.08972931,10,89.02,0,49888.0410842735,5033.56830346479,17.0014873767159,10.8175365953873
"AUS",2017,1325582658156.54,24592588,10.11242294,10,NA,0,53901.7145392156,5450.76934611696,17.0179556546894,10.8949175660241
"AUS",2018,1427809041019.44,24963258,10.05163097,10,NA,0,57196.4220783777,5749.17327536214,17.0329156217935,10.9542466243342
"AUS",2019,1392723834562.64,25334826,10.21285057,NA,NA,0,54972.7017885436,5614.27988795567,17.0476905288993,10.9145920098842
"AUS",2020,1328414058378.38,25649248,10.66040134,NA,NA,0,51791.5401799842,5521.18604335368,17.0600248114125,10.8549820979212
"AUS",2021,1556735770437.26,25685412,10.42525291,NA,NA,0,60607.7788605166,6318.51422934237,17.0614337622454,11.0121785278544
"AUS",2022,1690858246994.43,26014399,9.92687893,NA,NA,0,64997.0136536474,6452.17485351314,17.0741607503832,11.0820966040323
"AUS",2023,1728057316695.61,26652777,NA,NA,NA,0,64835.9199754536,NA,17.0984039057741,11.0796150493703
"AUS",2024,1752193307380.34,27204809,NA,NA,NA,0,64407.4842569319,NA,17.1189043171093,11.0729851205097
"AUT",1955,NA,NA,NA,10,NA,0,NA,NA,NA,NA
"AUT",1956,NA,NA,NA,10,NA,0,NA,NA,NA,NA
"AUT",1957,NA,NA,NA,10,NA,0,NA,NA,NA,NA
"AUT",1958,NA,NA,NA,10,NA,0,NA,NA,NA,NA
"AUT",1959,NA,NA,NA,10,NA,0,NA,NA,NA,NA
"AUT",1960,6624086313.14334,7047539,NA,10,NA,0,939.914814681173,NA,15.7681890358324,6.84578924847796
"AUT",1961,7346566037.83392,7086299,NA,10,NA,0,1036.72820436083,NA,15.7736737593965,6.94382507586314
"AUT",1962,7793042529.15992,7129864,NA,10,NA,0,1093.01419061569,NA,15.7798027178748,6.99669447127221
"AUT",1963,8414050621.01716,7175811,NA,10,NA,0,1172.55744626178,NA,15.7862263445813,7.06694249379979
"AUT",1964,9213648655.97511,7223801,NA,10,NA,0,1275.45715281679,NA,15.7928918266342,7.15105994455725
"AUT",1965,10041659445.118,7270889,NA,10,NA,0,1381.07725824421,NA,15.79938912539,7.23061909554053
"AUT",1966,10939526218.6393,7322066,NA,10,NA,0,1494.04911382106,NA,15.8064030865523,7.30924523919597
"AUT",1967,11634569521.9273,7376998,NA,10,NA,0,1577.14147705168,NA,15.8138773387535,7.36336929571758
"AUT",1968,12499863917.1003,7415403,NA,10,NA,0,1685.66211669147,NA,15.8190698813693,7.42991371319415
"AUT",1969,13647475854.0287,7441055,NA,10,NA,0,1834.0780781796,NA,15.8225231978317,7.51429722452723
"AUT",1970,15312791743.8476,7467086,NA,10,NA,0,2050.70515377051,NA,15.8260153872945,7.6259389904348
"AUT",1971,17788536733.1204,7500482,NA,10,NA,0,2371.65247955003,NA,15.8304778431082,7.77134223991948
"AUT",1972,21973207929.0434,7544201,NA,10,NA,0,2912.59577111524,NA,15.8362897466308,7.97679998011968
"AUT",1973,29399860144.7748,7586115,NA,10,NA,0,3875.48305618552,NA,15.8418301606204,8.26242559367886
"AUT",1974,35051468639.576,7599038,NA,10,NA,0,4612.61920779657,NA,15.8435322182974,8.43655113252356
"AUT",1975,39902300703.1682,7578903,NA,10,NA,0,5264.91772004051,NA,15.84087902419,8.56882079672336
"AUT",1976,42791707448.0325,7565525,NA,10,NA,0,5656.1451383787,NA,15.8391123013426,8.64049786820522
"AUT",1977,51343861460.328,7568430,NA,10,NA,0,6783.95142193665,NA,15.8394962062816,8.82231501676459
"AUT",1978,61809208755.804,7562305,NA,10,NA,0,8173.32926347245,NA,15.8386865958648,9.00863160343809
"AUT",1979,73647694287.1848,7549425,NA,10,NA,0,9755.4044562579,NA,15.8369819593846,9.18557671362856
"AUT",1980,81737498404.5948,7549433,NA,10,NA,0,10826.9718274995,NA,15.8369830190674,9.2897956912478
"AUT",1981,70755997062.3812,7568710,NA,10,NA,0,9348.48832395232,NA,15.8395332013811,9.14296993262903
"AUT",1982,70996111962.5716,7574140,NA,10,NA,0,9373.48820626125,NA,15.8402503715614,9.14564057983634
"AUT",1983,71838528420.4075,7561910,NA,10,NA,0,9500.05070417494,NA,15.8386343617489,9.15905241485596
"AUT",1984,67719055773.3306,7561434,NA,10,NA,0,8955.84829191534,NA,15.8385714127079,9.10006203830712
"AUT",1985,69114996009.577,7564985,NA,10,NA,0,9136.17092559694,NA,15.839040922387,9.11999664073971
"AUT",1986,98648254168.5444,7569794,NA,10,NA,0,13031.8281010744,NA,15.8396764123617,9.47514995966959
"AUT",1987,123682091858.946,7574586,NA,10,NA,0,16328.5613047295,NA,15.8403092544008,9.70067108071958
"AUT",1988,132817124707.456,7585317,NA,10,NA,0,17509.7658683818,NA,15.841724962904,9.77051405388164
"AUT",1989,132584448257.93,7619567,NA,10,NA,0,17400.5226619741,NA,15.8462301019013,9.76425552279598
"AUT",1990,165811372382.912,7677850,NA,10,NA,0,21596.068219998,NA,15.8538501180145,9.98026655025142
"AUT",1991,173113449616.971,7754891,NA,10,NA,0,22323.1312492943,NA,15.8638342990459,10.0133786956025
"AUT",1992,194314032056.098,7840709,NA,10,NA,0,24782.7118767063,NA,15.8748398219112,10.117901587319
"AUT",1993,189634029338.696,7905633,NA,10,NA,0,23987.2037240656,NA,15.8830861013211,10.0852757889761
"AUT",1994,202738023129.743,7936118,NA,10,NA,0,25546.2460525087,NA,15.8869347967879,10.1482456592994
"AUT",1995,240094169510.031,7948278,NA,10,NA,0,30207.0674314652,NA,15.8884658593949,10.3158311968938
"AUT",1996,235952581232.129,7959017,NA,10,NA,0,29645.9451251491,NA,15.8898160577324,10.2970806370686
"AUT",1997,211724812267.448,7968041,NA,10,NA,0,26571.7523626507,NA,15.8909492238157,10.1876039892569
"AUT",1998,217068085815.918,7976789,NA,10,NA,0,27212.4642905708,NA,15.8920465074967,10.2114303932983
"AUT",1999,216421809125.916,7992324,NA,10,NA,0,27078.7081612202,NA,15.8939921390293,10.2065030213543
"AUT",2000,196181599831.287,8011566,9.20371342,10,NA,0,24487.2974685957,2253.74068331246,15.8963968055538,10.1059097914109
"AUT",2001,196477206829.33,8042293,9.26942921,10,79.4,0,24430.495982841,2264.56753078134,15.9002247994986,10.1035874662496
"AUT",2002,212837224022.813,8081957,9.3947649,10,79.29,0,26334.862215032,2474.09839184118,15.9051446041412,10.1786488998944
"AUT",2003,260779834340.097,8121423,9.5472393,10,79.18,0,32110.1159661425,3065.62961079513,15.9100159430894,10.3769263986044
"AUT",2004,299210411454.823,8171966,9.70939922,10,79.07,0,36614.2506533707,3555.02376734722,15.9162200743628,10.5081928057217
"AUT",2005,313952317330.776,8227829,9.62702942,10,78.96,0,38157.37022862,3673.42125780757,15.9230327468458,10.5494742088432
"AUT",2006,333905979332.481,8268641,9.5311327,10,78.85,0,40382.2078298575,3848.88181545351,15.9279807245968,10.6061445666935
"AUT",2007,386760177589.497,8295487,9.53209686,10,78.74,0,46622.9622913636,4444.14592461405,15.9312221899496,10.7498484517844
"AUT",2008,429234399096.173,8321496,9.72564602,10,78.63,0,51581.3982361072,5016.62420461031,15.9343526043262,10.8509163871739
"AUT",2009,399290118782.429,8343323,10.22582531,10,78.51,0,47857.4446635266,4893.81868912215,15.9369721362253,10.7759819681341
"AUT",2010,389827789217.634,8363404,10.22101879,10,78.4,0,46611.1393420232,4764.13331038127,15.9393760792203,10.7495948332221
"AUT",2011,428954737064.057,8391643,10.02613258,10,78.29,0,51116.8953522042,5125.04769879185,15.9427468876386,10.8418703546603
"AUT",2012,406750487603.59,8429991,10.19915581,10,78.18,0,48250.4059142637,4921.13407815321,15.9473062623618,10.7841595194626
"AUT",2013,426580502769.417,8479823,10.28574848,10,78.08,0,50305.3545774973,5174.28224381354,15.9532001349087,10.8258668032551
"AUT",2014,438556021078.034,8546356,10.36809158,10,77.98,0,51314.9722616322,5320.38331833762,15.961015551234,10.8457378455288
"AUT",2015,379546097300.633,8642699,10.36746693,10,77.87,0,43915.228020857,4552.89674229645,15.9722254762577,10.6900164186606
"AUT",2016,393687359770.273,8736668,10.3522625,10,77.75,0,45061.4993920191,4664.88470349773,15.983039439245,10.715783488888
"AUT",2017,414926138132.691,8797566,10.38402557,10,NA,0,47163.7425775142,4897.49508901805,15.989985650281,10.7613807106525
"AUT",2018,452582294972.775,8840521,10.34885597,10,NA,0,51194.0749841299,5298.0010852814,15.9948563695287,10.843379081365
"AUT",2019,442983642371.842,8879920,10.48753643,NA,NA,0,49885.9947355204,5231.81187135558,15.9993031059188,10.8174955757225
"AUT",2020,434397601557.696,8916864,11.31641102,NA,NA,0,48716.4098900349,5512.94917734428,16.0034548732344,10.7937712110405
"AUT",2021,480467037338.783,8955797,12.15228558,NA,NA,0,53648.7190742246,6519.5455519117,16.007811590075,10.8902128721769
"AUT",2022,471773629830.381,9041851,11.15729332,NA,NA,0,52176.6649141178,5821.50354906165,16.0173744680457,10.8623906416254
"AUT",2023,511685203845.001,9131761,10.87779903,NA,NA,0,56033.573792065,6095.21954642758,16.0272691145854,10.9337063220709
"AUT",2024,521642466921.745,9178482,NA,NA,NA,0,56833.1960472053,NA,16.0323723894462,10.947875871443
"AZE",1960,NA,3894500,NA,NA,NA,0,NA,NA,15.1750758593421,NA
"AZE",1961,NA,4045750,NA,NA,NA,0,NA,NA,15.2131775053791,NA
"AZE",1962,NA,4168150,NA,NA,NA,0,NA,NA,15.2429828502515,NA
"AZE",1963,NA,4293550,NA,NA,NA,0,NA,NA,15.2726244545375,NA
"AZE",1964,NA,4439250,NA,NA,NA,0,NA,NA,15.3059960012211,NA
"AZE",1965,NA,4574650,NA,NA,NA,0,NA,NA,15.336040751033,NA
"AZE",1966,NA,4708150,NA,NA,NA,0,NA,NA,15.3648056075175,NA
"AZE",1967,NA,4832000,NA,NA,NA,0,NA,NA,15.3907710185968,NA
"AZE",1968,NA,4948500,NA,NA,NA,0,NA,NA,15.4145950583189,NA
"AZE",1969,NA,5063300,NA,NA,NA,0,NA,NA,15.4375290026037,NA
"AZE",1970,NA,5172050,NA,NA,NA,0,NA,NA,15.4587796862672,NA
"AZE",1971,NA,5282950,NA,NA,NA,0,NA,NA,15.4799952117821,NA
"AZE",1972,NA,5391450,NA,NA,NA,0,NA,NA,15.5003249234043,NA
"AZE",1973,NA,5493900,NA,NA,NA,0,NA,NA,15.5191489437972,NA
"AZE",1974,NA,5594100,NA,NA,NA,0,NA,NA,15.5372230288803,NA
"AZE",1975,NA,5689050,NA,NA,NA,0,NA,NA,15.554053832585,NA
"AZE",1976,NA,5781000,NA,NA,NA,0,NA,NA,15.5700872360646,NA
"AZE",1977,NA,5876150,NA,NA,NA,0,NA,NA,15.5864123435199,NA
"AZE",1978,NA,5976150,NA,NA,NA,0,NA,NA,15.6032871058814,NA
"AZE",1979,NA,6071300,NA,NA,NA,0,NA,NA,15.6190833081445,NA
"AZE",1980,NA,6160500,NA,NA,NA,0,NA,NA,15.6336685010469,NA
"AZE",1981,NA,6257750,NA,NA,NA,0,NA,NA,15.6493312535475,NA
"AZE",1982,NA,6357550,NA,NA,NA,0,NA,NA,15.6651536409742,NA
"AZE",1983,NA,6459800,NA,NA,NA,0,NA,NA,15.6811089155272,NA
"AZE",1984,NA,6567850,NA,NA,NA,0,NA,NA,15.6976970918512,NA
"AZE",1985,NA,6670150,NA,NA,NA,0,NA,NA,15.7131529063946,NA
"AZE",1986,NA,6770300,NA,NA,NA,0,NA,NA,15.7280559570529,NA
"AZE",1987,NA,6875350,NA,NA,NA,0,NA,NA,15.743453109312,NA
"AZE",1988,NA,6974600,NA,NA,NA,0,NA,NA,15.757785536357,NA
"AZE",1989,NA,7076550,NA,NA,NA,0,NA,NA,15.7722970587709,NA
"AZE",1990,8884848484.84848,7175200,NA,NA,NA,0,1238.27189274842,NA,15.7861411937859,7.1214720517065
"AZE",1991,5.344e+09,7271300,NA,NA,NA,0,734.944232805688,NA,15.7994456505802,6.59979462260052
"AZE",1992,444658671.586716,7382050,NA,1,NA,0,60.2351205405973,NA,15.8145619357813,4.09825557988884
"AZE",1993,1570392598.14954,7494800,NA,-3,NA,0,209.530954548426,NA,15.8297200047065,5.34487148285534
"AZE",1994,1193141110.35043,7596550,NA,-3,NA,0,157.063549947072,NA,15.8432047548228,5.05665050018125
"AZE",1995,2417331192.9526,7684850,NA,-6,NA,0,314.558019083339,NA,15.8547614162217,5.75116853951826
"AZE",1996,3176507376.31836,7763000,NA,-6,NA,0,409.185543774103,NA,15.8648794153878,6.01416870543315
"AZE",1997,3962362387.47922,7838250,NA,-6,NA,0,505.516204188335,NA,15.8745261531249,6.22558009371003
"AZE",1998,4446368570.6901,7913000,NA,-7,NA,0,561.906807871869,NA,15.8840175345913,6.33133601385161
"AZE",1999,4581248566.50158,7982750,NA,-7,NA,0,573.89352873403,NA,15.8927935215899,6.35244388910377
"AZE",2000,5272615722.96892,8048600,2.89007497,-7,NA,0,655.097249579917,18.9328016392676,15.9010087212266,6.48478369725537
"AZE",2001,5707616203.72011,8111200,2.774194,-7,NA,0,703.670998584687,19.5211986224765,15.9087563806205,6.55631091536877
"AZE",2002,6236087738.28284,8171950,2.73097301,-7,NA,0,763.108895463487,20.8402979720169,15.9162181164477,6.63740074123654
"AZE",2003,7276413079.11451,8234100,2.72699213,-7,NA,0,883.692580745256,24.098227130317,15.9237946260038,6.7841092428174
"AZE",2004,8680405740.94125,8306500,2.65944242,-7,NA,0,1045.0136328106,27.7915358457481,15.9325488988087,6.95178521006559
"AZE",2005,13245421880.834,8391850,2.22960997,-7,NA,0,1578.36733030667,35.1914353597403,15.9427715547327,7.36414625651312
"AZE",2006,20981929497.6188,8484550,2.07059145,-7,NA,0,2472.95725732288,51.2048415322819,15.9537574204768,7.81316998363686
"AZE",2007,33049419431.2244,8581300,1.99422264,-7,NA,0,3851.33015175141,76.804097827373,15.9650959751384,8.25617386157394
"AZE",2008,48851293785.4483,8763400,2.04814458,-7,NA,0,5574.46810432575,114.173166342577,15.9860945154643,8.62595218448092
"AZE",2009,44292427184.9492,8947243,2.76541352,-7,NA,0,4950.39949009423,136.899016793077,16.0068559981028,8.5072235573758
"AZE",2010,52909294791.9262,9054332,2.64634848,-7,NA,0,5843.5337683582,154.640267057234,16.0187538751814,8.67309099014631
"AZE",2011,65952796427.9473,9173082,2.59547186,-7,NA,0,7189.81869211976,186.609720938988,16.0317838837302,8.88042123372396
"AZE",2012,69679944504.1972,9295784,3.15682149,-7,NA,0,7495.865276581,236.631085912557,16.0450715220035,8.92210685104877
"AZE",2013,74160560123.6902,9416801,3.22551084,-7,NA,0,7875.3453666155,254.020118487621,16.0580059922736,8.97149231881034
"AZE",2014,75239785452.1022,9535079,3.58703041,-7,NA,0,7890.84028062087,283.0468404704,16.0704880822471,8.97345790761423
"AZE",2015,53076235354.746,9649341,4.34131384,-7,NA,0,5500.50364628486,238.794126065869,16.0824001808279,8.61259493907989
"AZE",2016,37866996882.9157,9757812,4.42241955,-7,NA,0,3880.6852276838,171.62018218305,16.0935787529292,8.26376702209762
"AZE",2017,40866627351.9817,9854033,4.07396507,-7,NA,0,4147.1981423222,168.955403701895,16.1033913709743,8.33018823878237
"AZE",2018,47112470051.7701,9939771,3.83661342,-7,NA,0,4739.79431234081,181.847584667664,16.112054540138,8.46374901972665
"AZE",2019,48174235294.1176,10024283,4.18188763,NA,NA,0,4805.75371765917,200.971220247054,16.1205210074021,8.47756917021831
"AZE",2020,4.2693e+10,10093121,5.84817696,NA,NA,0,4229.91064904503,247.372660006038,16.127364660656,8.34993614866002
"AZE",2021,54825411764.7059,10137750,4.68526697,NA,NA,0,5408.04535175023,253.381362588174,16.1317766380142,8.59564300373613
"AZE",2022,78807470588.2353,10141756,3.97840643,NA,NA,0,7770.594223351,309.145820231005,16.1321717166766,8.95810191705925
"AZE",2023,72428470588.2353,10153958,NA,NA,NA,0,7133.02838048329,NA,16.13337413818,8.87249116102847
"AZE",2024,74315882352.9412,10202850,NA,NA,NA,0,7283.83562954872,NA,16.138177650991,8.89341287463307
"BDI",1960,195999990,2764258,NA,NA,NA,0,70.9051000304602,NA,14.8322828024947,4.26134236367968
"BDI",1961,202999992,2835119,NA,NA,NA,0,71.601929936627,NA,14.8575944695717,4.2711220280255
"BDI",1962,213500006,2907943,NA,NA,NA,0,73.4195979769892,NA,14.882956516343,4.29619090239297
"BDI",1963,232749998,2969841,NA,5,NA,0,78.3711983234119,NA,14.9040189739923,4.36145649153626
"BDI",1964,260750008,3055650,NA,5,NA,0,85.3337286665685,NA,14.9325028939138,4.44656978861207
"BDI",1965,158994962.962963,3141367,NA,5,NA,0,50.6133040052191,NA,14.9601686134655,3.92421446673903
"BDI",1966,165444571.428571,3217960,NA,-7,NA,0,51.4128738171298,NA,14.9842581763764,3.93988860446869
"BDI",1967,178297142.857143,3300690,NA,-7,NA,0,54.0181425269089,NA,15.0096420954893,3.98931996285861
"BDI",1968,183200000,3380387,NA,-7,NA,0,54.1949782672812,NA,15.0335007579463,3.99258825225797
"BDI",1969,190205714.285714,3454590,NA,-7,NA,0,55.0588389029419,NA,15.055214339546,4.00840241164143
"BDI",1970,242732571.428571,3530432,NA,-7,NA,0,68.7543539795048,NA,15.0769308010251,4.23054006515236
"BDI",1971,252842285.714286,3617289,NA,-7,NA,0,69.8982817558359,NA,15.1012354082124,4.24704106747606
"BDI",1972,246804571.428571,3617128,NA,-7,NA,0,68.232191790993,NA,15.1011908987515,4.22291647387862
"BDI",1973,304339523.902476,3611991,NA,-7,NA,0,84.2581069284159,NA,15.0997697018216,4.4338847892728
"BDI",1974,345263492.063492,3703590,NA,-7,NA,0,93.2240048340912,NA,15.1248131774768,4.53500525112554
"BDI",1975,420986666.666667,3796612,NA,-7,NA,0,110.884827490053,NA,15.1496196480563,4.7084920724633
"BDI",1976,448412753.623188,3882626,NA,-7,NA,0,115.492131774523,NA,15.1720222867945,4.74920240447705
"BDI",1977,547535555.555556,3983582,NA,-7,NA,0,137.448044387076,NA,15.1976919725035,4.92324598669684
"BDI",1978,610225555.555556,4100338,NA,-7,NA,0,148.823232512919,NA,15.226579967301,5.00275924269088
"BDI",1979,782496666.666667,4203530,NA,-7,NA,0,186.152273604962,NA,15.2514352064417,5.22656501407687
"BDI",1980,919726666.666667,4383706,NA,-7,NA,0,209.805736668168,NA,15.2934050433174,5.34618203909727
"BDI",1981,969046666.666667,4566014,NA,-7,NA,0,212.23033189707,NA,15.3341511722082,5.35767215610191
"BDI",1982,1013222222.22222,4681390,NA,-7,NA,0,216.436191435069,NA,15.3591056323425,5.37729577621919
"BDI",1983,1082926304.46477,4808528,NA,-7,NA,0,225.209524508284,NA,15.3859015661395,5.41703118892485
"BDI",1984,987143931.166987,4926465,NA,-7,NA,0,200.375711827241,NA,15.4101322502842,5.30019416339872
"BDI",1985,1149979285.77347,5034042,NA,-7,NA,0,228.440542564696,NA,15.4317337979084,5.43127596888006
"BDI",1986,1201725497.06578,5129414,NA,-7,NA,0,234.281244809988,NA,15.4505019806027,5.45652229455042
"BDI",1987,1131466494.01101,5247787,NA,-6,NA,0,215.608311467483,NA,15.4733170218921,5.37346338869756
"BDI",1988,1082403219.48787,5365327,NA,-6,NA,0,201.740400815807,NA,15.4954678827953,5.30698172641864
"BDI",1989,1113924130.41149,5471706,NA,-6,NA,0,203.578944192449,NA,15.5151010087709,5.31605386180606
"BDI",1990,1132101252.51817,5587052,NA,-6,NA,0,202.629446176297,NA,15.5359623357185,5.31137892269627
"BDI",1991,1167398478.3459,5703857,NA,-6,NA,0,204.668258398817,NA,15.5566531706358,5.32139041664171
"BDI",1992,1083037670.60484,5858407,NA,-3,NA,0,184.868970456447,NA,15.5833882815938,5.2196473063352
"BDI",1993,938632612.026359,5676843,NA,0,NA,0,165.344120319403,NA,15.5519058263186,5.10802887979588
"BDI",1994,925030590.153683,5713854,NA,0,NA,0,161.892584261635,NA,15.5584043101689,5.08693305519745
"BDI",1995,1000428393.88528,6066316,NA,0,NA,0,164.915311679326,NA,15.6182620595105,5.10543207958673
"BDI",1996,869033856.317093,6070506,NA,-5,NA,0,143.156741187159,NA,15.6189525203521,4.96394012220732
"BDI",1997,972896267.915425,6070042,NA,-5,NA,0,160.278342046962,NA,15.6188760822869,5.07691194161014
"BDI",1998,893770740.207416,6187108,NA,-1,NA,0,144.456948255537,NA,15.6379783303168,4.97298152721291
"BDI",1999,808077223.365746,6337155,NA,-1,NA,0,127.51419578119,NA,15.66194048753,4.84822769786102
"BDI",2000,870486065.883137,6470194,4.22181606,-1,NA,0,134.537861752389,5.67994105424296,15.6827166505716,4.90184565944596
"BDI",2001,876794723.068586,6634365,5.68180418,0,NA,0,132.159554541932,7.50904709423288,15.7077735165716,4.88400993917023
"BDI",2002,825394519.423728,6824132,5.34983587,2,NA,0,120.952308575468,6.47074998976349,15.7359757114601,4.79539632389718
"BDI",2003,784654423.620476,7043154,5.27245188,3,NA,0,111.406682804391,5.87386374196574,15.7675666391707,4.71318731496132
"BDI",2004,915257323.3961,7310656,7.09572744,5,NA,0,125.194965184533,8.88349349809738,15.8048435677816,4.82987224367634
"BDI",2005,1117113079.73645,7587299,7.56016588,6,NA,0,147.234619294224,11.1311814514299,15.84198622306,4.99202736406574
"BDI",2006,1273375078.44844,7865547,8.71264839,6,NA,0,161.892755640318,14.1051465678228,15.8780026406893,5.0869341137919
"BDI",2007,1356199387.42308,8161874,9.1855402,6,NA,0,166.162744906755,15.2629457308335,15.9149843574359,5.11296769909171
"BDI",2008,1611835857.04588,8505637,7.74147511,6,NA,0,189.502074570768,14.6702559358296,15.9562396781268,5.24439997206555
"BDI",2009,1781455139.85931,8947646,9.23238468,6,NA,0,199.097633037707,18.3814593708159,16.0069010388963,5.29379532269063
"BDI",2010,2032135192.01248,9376444,11.28196716,6,NA,0,216.727705301976,24.4511485387905,16.0537111446265,5.3786417513252
"BDI",2011,2235820809.32006,9717978,10.06996346,6,NA,0,230.070577369084,23.1680230732778,16.0894881301051,5.43838611997832
"BDI",2012,2333341334.45753,10071028,8.63756466,6,NA,0,231.688496393569,20.0122436857763,16.1251733448866,5.44539378149439
"BDI",2013,2451606632.29246,10439341,8.62834644,6,NA,0,234.843045388829,20.2630715463946,16.1610920158211,5.45891739904253
"BDI",2014,2705783329.80483,10799785,7.21081543,6,NA,0,250.540481111877,18.0660116704114,16.1950367844889,5.52362050871386
"BDI",2015,3104003546.26497,11047580,6.29022646,-1,NA,0,280.966831311923,17.6734499670061,16.2177219574182,5.63823662433085
"BDI",2016,2644487776.50077,11239451,7.06148243,-1,NA,0,235.286205393908,16.6146940541046,16.2349405578206,5.46080266840452
"BDI",2017,2723586962.84034,11506762,6.95275736,-1,NA,0,236.694472592754,16.4567923639059,16.2584454205292,5.4667701642944
"BDI",2018,2667182199.51333,11859446,7.29396152,-1,NA,0,224.89939239264,16.404075139833,16.2886352388071,5.41565315728372
"BDI",2019,2576518879.82353,12255336,9.05010796,NA,NA,0,210.236494521532,19.0266297255181,16.3214719919492,5.34823306145828
"BDI",2020,2649680261.44299,12617036,10.71837234,NA,NA,0,210.008139902509,22.509454379059,16.350558522199,5.34714629140678
"BDI",2021,2775798697.46022,12965481,8.99484253,NA,NA,0,214.091455416133,19.2571892848663,16.377801076151,5.36640328548646
"BDI",2022,3338722827.65691,13321097,8.39522648,NA,NA,0,250.634225368745,21.0413108560997,16.4048595770427,5.52399460683473
"BDI",2023,2629391599.50157,13689450,NA,NA,NA,0,192.074305359351,NA,16.4321360211471,5.25788230423981
"BDI",2024,2162378759.3467,14047786,NA,NA,NA,0,153.930217854023,NA,16.4579753612558,5.03649936890081
"BEL",1946,NA,NA,NA,8,NA,0,NA,NA,NA,NA
"BEL",1947,NA,NA,NA,8,NA,0,NA,NA,NA,NA
"BEL",1948,NA,NA,NA,8,NA,0,NA,NA,NA,NA
"BEL",1949,NA,NA,NA,8,NA,0,NA,NA,NA,NA
"BEL",1950,NA,NA,NA,8,NA,0,NA,NA,NA,NA
"BEL",1951,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1952,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1953,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1954,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1955,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1956,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1957,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1958,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1959,NA,NA,NA,9,NA,0,NA,NA,NA,NA
"BEL",1960,11810619368.3874,9153489,NA,9,NA,0,1290.28607216193,NA,16.0296456760464,7.16261923413613
"BEL",1961,12561701694.3319,9183948,NA,9,NA,0,1367.78885228138,NA,16.0329677355045,7.22095073852213
"BEL",1962,13436827166.5187,9220578,NA,9,NA,0,1457.26516998378,NA,16.0369482833726,7.28431678687922
"BEL",1963,14445805381.3872,9289770,NA,9,NA,0,1555.02293182578,NA,16.0444243526795,7.34924557165944
"BEL",1964,16168044450.2523,9378113,NA,9,NA,0,1724.01894179056,NA,16.0538891280366,7.45241343828078
"BEL",1965,17597783297.4583,9463667,NA,9,NA,0,1859.50998671639,NA,16.0629704980534,7.52806828399678
"BEL",1966,18894891312.2977,9527807,NA,9,NA,0,1983.13119821777,NA,16.0697251337248,7.5924322878127
"BEL",1967,20252508995.4745,9580991,NA,9,NA,0,2113.82194132888,NA,16.0752915892734,7.65625293456153
"BEL",1968,21654856965.4281,9618756,NA,9,NA,0,2251.31575906782,NA,16.0792255003508,7.71927010608813
"BEL",1969,24019653474.9959,9646032,NA,9,NA,0,2490.1071730838,NA,16.0820571970428,7.82008102993162
"BEL",1970,26706196046.7931,9655549,NA,10,NA,0,2765.89099664795,NA,16.0830433339579,7.92511810315025
"BEL",1971,29821661869.912,9673162,NA,10,NA,0,3082.92798879126,NA,16.0848658046725,8.0336350701016
"BEL",1972,37209418018.5134,9711115,NA,10,NA,0,3831.63189999433,NA,16.0887816637471,8.2510460749763
"BEL",1973,47743801490.3747,9741720,NA,10,NA,0,4900.96220075866,NA,16.0919282514041,8.49718683232291
"BEL",1974,56033077879.0389,9772419,NA,10,NA,0,5733.79813933878,NA,16.09507458805,8.65413344166228
"BEL",1975,65678189097.2908,9800700,NA,10,NA,0,6701.37736052433,NA,16.0979643696613,8.81006836044883
"BEL",1976,71113882967.6071,9818227,NA,10,NA,0,7243.04734119583,NA,16.0997511141314,8.88779730030483
